Gene	Flowers	IL	ML	Stem	Root
CRO_T100675	10.62	6.52	10.54	14.84	17.8
CRO_T100676	45.53	29.86	31.2	47.28	38.18
CRO_T100677	0.67	0.23	1.36	0.82	1.08
CRO_T100678	0.07	0.26	0.22	0.31	0.28
CRO_T100680	7.25	40.56	19.21	7.95	19.96
CRO_T100681	0.26	0	0.38	0.3	0
CRO_T100683	0	0.41	0	0	0
CRO_T100684	0	0.31	0	1.32	0.31
CRO_T100685	0.32	0.16	0	0.1	0.16
CRO_T100687	0.24	0.24	0.14	0.13	0.14
CRO_T100688	0.53	0.76	0.46	0.78	0.31
CRO_T100690	53.86	31.06	31.69	49.43	48.03
CRO_T100691	0.15	0.08	0.23	0	0.14
CRO_T100693	0.34	0	0	0.39	0
CRO_T100694	0.46	0.49	0.36	0.84	0.36
CRO_T100695	0.26	0	0	0	0
CRO_T100696	0.46	1.02	0.84	3.85	0.85
CRO_T100697	0	0.13	0.05	0.87	0.05
CRO_T100699	0.27	0.55	0.36	0.07	0.06
CRO_T100700	0.55	0	0	0.22	0
CRO_T100701	2.95	1.82	2.49	0.9	0.96
CRO_T100702	3.38	4.43	6.7	4.95	7.7
CRO_T100703	4.15	3.37	2.77	3.59	1.45
CRO_T100704	1.04	0.42	0.56	0.61	0.18
CRO_T100705	65.22	48.16	62.52	1.85	22.19
CRO_T100706	131.65	108.34	73.26	4.73	21.88
CRO_T100707	6.72	22.41	11.06	7.07	5.02
CRO_T100708	18.41	17.69	18.59	12.54	18.79
CRO_T100709	13.88	19.66	20.86	9.34	14.54
CRO_T100710	10.19	13.14	12.8	14.4	9.09
CRO_T100712	1.02	0.66	0	1.13	0.28
CRO_T100713	47.85	18.08	27.2	59.44	57.56
CRO_T100714	7.75	6.34	5.82	8.82	4.66
CRO_T100715	16.13	30.27	30.15	36.52	29.98
CRO_T100717	0.25	0.26	0	0.26	0.54
CRO_T100719	0.67	2.58	2.16	0.89	0.29
CRO_T100720	0.3	0.1	0	0.56	0.28
CRO_T100721	0.76	0.25	0	0.21	0.15
CRO_T100722	2.74	1.85	4.9	6.46	5.66
CRO_T100723	4.39	22.96	20.09	4.19	6.64
CRO_T100725	2.9	1.35	2.16	3.98	1.98
CRO_T100726	0.13	0	0.16	0.07	0.23
CRO_T100727	0	0	0.62	0.31	0.57
CRO_T100728	4.6	4.58	2.61	2.38	2.9
CRO_T100729	0.57	1.01	0.86	0.72	1.9
CRO_T100730	0.16	0.9	0.55	0.79	0.55
CRO_T100731	0.11	2.1	0.99	0.83	1.42
CRO_T100732	2.73	5.63	2.78	2.25	5.58
CRO_T100733	123.89	371.02	264.05	13.37	45.66
CRO_T100734	121.65	41.62	44.61	70.8	39.55
CRO_T100735	0	0	0.17	0	0.51
CRO_T100736	44.71	29.02	24.6	30.49	34.51
CRO_T100737	0.39	0.17	0.25	0.43	0.39
CRO_T100738	0.8	7.26	2.62	3.68	1.25
CRO_T100740	0	1.36	1.11	0	1.87
CRO_T100741	0	0	0.71	0	0
CRO_T100743	4.48	7.53	5.04	3	3.87
CRO_T100744	2.41	4.2	4.79	36.11	63.54
CRO_T100745	114.08	97.03	101.5	172.92	143.57
CRO_T100746	31.18	10.89	11.6	23	24.31
CRO_T100747	0.48	0.16	0.12	0.48	0.21
CRO_T100748	0.82	0	0.86	0	1.9
CRO_T100750	0	0.4	0.29	5.19	3.99
CRO_T100751	0.89	1.46	0.91	1.42	1.78
CRO_T100752	0	0.12	0.32	0.14	0.31
CRO_T100753	4.59	8.13	9.78	11.83	17.84
CRO_T100755	0.18	1.11	1.18	0.75	2.29
CRO_T100756	9.03	112.11	150.01	1.94	18.81
CRO_T100757	16.1	23.37	16.72	0.54	8.92
CRO_T100758	3.53	0.53	0.38	0	0.66
CRO_T100759	29.83	360.71	672.33	1.07	67.38
CRO_T100760	65.67	44.92	42	38.93	51.89
CRO_T100761	7.84	9.28	6.41	13.58	9.08
CRO_T100762	5.75	2.78	3.37	5.18	8.96
CRO_T100763	11.84	6.18	13.26	15.38	28.55
CRO_T100764	13.5	14.11	9.37	36.82	45.06
CRO_T100767	2.14	3.47	3.17	3.49	7.96
CRO_T100768	2.12	10.01	4.54	12.77	6.87
CRO_T100769	0	0	0	0	0
CRO_T100770	3.79	2.05	2.4	0.59	2.09
CRO_T100773	17.12	16.58	13.49	15.53	15.25
CRO_T100774	79.39	234.81	300.75	11.3	56.31
CRO_T100775	2.47	2.29	0.65	0.49	1.3
CRO_T100776	111.22	80.23	69.26	140.51	132.38
CRO_T100777	9.3	1.16	3.11	0.09	0.4
CRO_T100778	31.65	2.45	6.28	0	0
CRO_T100779	4.91	8.39	5.83	12.48	3.39
CRO_T100780	0	0.11	0.29	0.26	0.14
CRO_T100781	0.54	5.77	4.55	0.2	0.57
CRO_T100782	16.49	23.13	18.69	15.59	14.91
CRO_T100783	0	0.77	0	0	0
CRO_T100784	0.15	0	0.18	0	0.17
CRO_T100785	0.16	0.15	0	0.52	0
CRO_T100786	19.36	13.95	21.16	8.47	27.18
CRO_T100787	0.56	0.15	0.56	0.34	0.66
CRO_T100788	0.24	0.97	0.53	0.51	0.74
CRO_T100789	0.25	0.19	0	0.1	0.5
CRO_T100790	0.18	0	0	0.42	0
CRO_T100791	0.24	0.06	0.15	0.21	0.03
CRO_T100793	2.85	4.97	7.08	254.62	36.64
CRO_T100794	4.4	89.76	144.95	0.4	3.94
CRO_T100796	0.33	0	0	0.37	0
CRO_T100797	0.54	0	0	0	0.26
CRO_T100798	17.31	1.8	1.56	15.59	6.96
CRO_T100799	0.39	0.54	0.39	0.39	0.37
CRO_T100800	0.11	1.01	0.88	0.28	0.23
CRO_T100801	24.88	0.04	0.22	1.66	0.35
CRO_T100803	0.37	0	0.39	0	0
CRO_T100804	3.87	1.61	0.85	8.57	1.21
CRO_T100805	2.71	1.97	0.74	0.71	1.79
CRO_T100807	0	0.35	0	0	0
CRO_T100808	8.16	5.16	5.78	21.92	20.24
CRO_T100809	0.07	0.08	0.1	10.34	0.2
CRO_T100810	1.21	2.5	1.84	23.29	0.49
CRO_T100811	12.96	0.17	0	7.83	0
CRO_T100817	0.48	0.6	1.78	0.45	1.13
CRO_T100819	0	0	0.61	0	0.3
CRO_T100820	0.67	0.7	0.82	0.87	0.75
CRO_T100822	0	0	0.32	0.39	1.25
CRO_T100823	0	0.34	0.37	1.23	1.03
CRO_T100824	0	0	1.45	0	0
CRO_T100827	0	0	0	0	0
CRO_T100828	0.96	3.51	2.51	4.59	0.25
CRO_T100829	0.11	0.16	0.33	0.06	0.13
CRO_T100831	0	0.06	0.09	0	0
CRO_T100832	0.88	0.61	0	1.07	1.07
CRO_T100833	0.22	0.11	0.24	0.12	0.23
CRO_T100834	0	0	0	0	0
CRO_T100836	0.57	0.4	0.5	0.7	0.65
CRO_T100837	0.51	0	1.11	1.89	2.45
CRO_T100838	1.68	3.5	1.38	1.34	0.94
CRO_T100840	0.26	0.35	0.6	0.21	0.56
CRO_T100841	0.21	0.29	0.1	0.15	0.49
CRO_T100842	0	0.12	0	0.14	0.26
CRO_T100843	0	0	0	0	0
CRO_T100844	0.73	2.24	0	0.36	0.46
CRO_T100845	1.43	0.86	0.26	1.57	0.52
CRO_T100847	0	0	0	0.13	0.15
CRO_T100848	0	0	0.23	0	0
CRO_T100849	0	0	0.18	0	0
CRO_T100850	1.54	1.49	0.89	0.92	1.98
CRO_T100851	0.85	0.87	0.59	0.9	0.44
CRO_T100852	0.2	0	0	0.43	0.41
CRO_T100854	11.91	13.3	8.19	20.41	10.77
CRO_T100856	53.43	36.06	35.99	134.49	67.29
CRO_T100857	1.02	0.64	0.72	0.29	0.5
CRO_T100859	0	0.2	0.22	0.27	0.69
CRO_T100860	0.23	0.42	0.2	0.62	0.96
CRO_T100861	30.85	0	0.72	38.81	27.57
CRO_T100862	0	0.29	0.36	0	0
CRO_T100863	0.07	0	0	0	0
CRO_T100864	0.68	0.28	0.59	0.25	0.27
CRO_T100865	0	0.27	0.18	0.29	0
CRO_T100868	0.42	0.5	0.89	6.26	3.36
CRO_T100869	0	0	0	0	0
CRO_T100870	0.15	0	0.19	0	0
CRO_T100871	0.45	0.19	0.34	0.55	0.57
CRO_T100872	3.29	4.29	5.5	2.82	3.84
CRO_T100873	12.42	9.86	12.5	46.79	29.86
CRO_T100874	32.77	50.29	26.44	53.15	59.34
CRO_T100875	0.07	0.07	0	0	0
CRO_T100876	0.1	0.1	0	0.34	0.24
CRO_T100877	0	0	0.64	0	0.3
CRO_T100878	1.23	1.6	1.34	0.88	1.15
CRO_T100879	54.68	7.17	6.3	2.54	13.36
CRO_T100880	0.5	0.2	0.05	0.27	0.3
CRO_T100881	19.6	58.42	69.39	20.58	36.85
CRO_T100882	1.04	0.26	0.52	1.19	0.44
CRO_T100884	0.2	0	0.06	0	0.22
CRO_T100885	0	0	0	0	0
CRO_T100886	62.91	39.28	44.31	110.37	67.94
CRO_T100888	0.66	0.42	0.42	0.31	0.38
CRO_T100890	0.21	0.36	0.48	0.21	0
CRO_T100891	5.63	5.17	7.5	13.19	18.6
CRO_T100892	1.49	4.19	2.27	0.52	3.74
CRO_T100893	33.26	69.51	89.98	11.35	50.12
CRO_T100894	100.29	45.88	67.77	98.31	100.54
CRO_T100896	13.18	7.23	7.28	21.93	13.37
CRO_T100897	9.99	12.56	8.91	28.24	14.89
CRO_T100898	6.76	4.68	4.8	10.4	9.93
CRO_T100899	17.56	16.46	14.13	18.13	22.2
CRO_T100901	16.3	17.86	9.07	40.35	51.35
CRO_T100902	7.47	4.65	3.54	3.48	2.46
CRO_T100903	9.51	9.52	9.5	32.69	35.98
CRO_T100904	1.43	3.26	3.88	435.07	93.34
CRO_T100905	13.5	34.89	30.25	18.7	16.1
CRO_T100906	2.77	4.18	1.67	3.51	2.99
CRO_T100907	23.89	24.24	22.61	32.99	33.54
CRO_T100908	4.44	3.27	2.53	6.27	6.01
CRO_T100909	0.13	0.15	0	0	0
CRO_T100910	0.09	0	0.11	0	0
CRO_T100912	0.1	0.11	0.11	0.13	0.32
CRO_T100913	0	0.27	0	1.03	0
CRO_T100915	2.36	4.29	1.91	5.13	3.11
CRO_T100916	1.64	2.48	2.05	0.86	2.03
CRO_T100917	210.77	0.76	1.68	427.69	9.06
CRO_T100918	0.25	0.22	0.05	0.49	0.33
CRO_T100919	0	0.35	0.19	0	0.15
CRO_T100920	0	0	0	0	0
CRO_T100921	0.37	4.3	1.13	2.03	1.03
CRO_T100922	0	1.77	0	0	0
CRO_T100924	0.42	0.2	0.51	0.77	0.85
CRO_T100925	1.73	0.71	0.12	143.82	1.07
CRO_T100926	308.59	43.2	25.26	305.92	107
CRO_T100927	0.05	0	0.06	0.17	0
CRO_T100928	0.3	0.88	0.67	1.13	1.01
CRO_T100929	0.39	2.54	0.66	2.48	3.06
CRO_T100930	0.3	0.45	0.34	0.49	0.95
CRO_T100931	59.77	88.96	101.08	94.99	95.97
CRO_T100932	0.51	0	0.37	0.12	0
CRO_T100933	48.87	32.14	30.34	41.85	33.44
CRO_T100934	8.79	10.32	2.67	7.4	2.88
CRO_T100935	2.74	7.61	2.6	40.94	26.91
CRO_T100936	0.27	1.33	1.55	1.3	2.48
CRO_T100937	1.61	0.65	1.03	1.91	4.66
CRO_T100938	0.74	0.84	0.72	1.32	1.17
CRO_T100939	4.8	6.99	5.15	8.52	6.05
CRO_T100940	14.55	9.3	13.11	16.48	18.86
CRO_T100941	0.39	0.48	0.55	0.99	0
CRO_T100942	4.61	30.8	32.65	21.2	24.73
CRO_T100943	24.61	42.75	35.68	27.35	30.36
CRO_T100944	8.28	12.64	5.64	68.15	51.64
CRO_T100945	0	0	0.62	0	0.41
CRO_T100946	0	0	0	0	0
CRO_T100947	123.75	43.82	51.29	133.82	114.11
CRO_T100948	7.29	13.91	8.71	52.39	51.83
CRO_T100949	0.44	1.06	0.76	3.42	1.52
CRO_T100950	85.42	141.1	70.01	157.08	88.49
CRO_T100951	9.76	4.43	1.99	1.66	4.24
CRO_T100952	3.61	2.25	2.09	10.53	9.14
CRO_T100953	0.7	0.21	0.26	26.93	0.29
CRO_T100954	1.46	0.41	0.41	9.86	0.59
CRO_T100956	0.92	0.43	0	1.01	0.38
CRO_T100957	0.31	0.27	0.15	0	0
CRO_T100958	0.04	0.08	0.04	14.49	0
CRO_T100959	243.11	4.51	2.34	31.29	10.48
CRO_T100960	84.09	7.57	4.44	24.4	7.52
CRO_T100961	98.8	416.72	486.24	3.23	49.7
CRO_T100962	38.42	103.3	111.38	9.45	32.47
CRO_T100963	0.67	3.04	1.08	1.51	2.76
CRO_T100964	0.16	0.09	0.22	0.05	0
CRO_T100965	0.25	0.25	0.19	0	0
CRO_T100966	31.36	113.13	77.68	16.64	23.1
CRO_T100967	39.35	102	57.05	39.83	39.15
CRO_T100968	198.49	20.62	24.06	16.71	34.8
CRO_T100969	0	0.31	0	0	0
CRO_T100970	0.38	0.55	0.4	0.63	0.38
CRO_T100971	0	0	0	0	0
CRO_T100973	16.89	50.61	35.74	11.49	18.79
CRO_T100974	19.82	1.02	0.52	0.77	2.65
CRO_T100976	43	27.31	27.84	95.63	59.54
CRO_T100977	117.89	155.6	97.51	146.81	132.46
CRO_T100978	2.24	1.2	0.86	0.3	0.63
CRO_T100979	0	0	0	0.14	0
CRO_T100980	8.8	11.86	9.29	17.95	9.88
CRO_T100981	31.48	31.17	17.38	37.85	48.99
CRO_T100982	43.13	20.34	21.08	27.87	41.71
CRO_T100983	20.14	35.66	23.4	26.6	27.22
CRO_T100985	15.59	22.38	19.59	15.77	27.83
CRO_T100986	5.94	6.01	3.7	10.97	1.32
CRO_T100987	14.14	23.8	17.36	21.97	12.25
CRO_T100988	24.19	1.05	1.17	6.87	13.11
CRO_T100989	0.21	0	1.41	0	0.88
CRO_T100991	2.55	1.54	1.59	0.81	1.21
CRO_T100992	0.52	0	0.24	0.2	0.23
CRO_T100993	5.69	17.42	15.37	6.53	7.62
CRO_T100994	6.23	0.42	0.32	0.26	0.16
CRO_T100995	1.28	2.08	2.1	1.59	1.49
CRO_T100996	13.49	8.71	7.26	6.21	6.29
CRO_T100997	76.79	52.94	53.24	101	81.22
CRO_T100998	0.19	0	0.08	0	0
CRO_T100999	92.4	305.32	369.03	80.4	77.86
CRO_T101000	0.1	0.1	0	0	0.06
CRO_T101002	0.13	0.1	0.23	0.07	0.32
CRO_T101005	0.65	0.44	0.13	0.41	0.78
CRO_T101006	2.61	1.49	2.87	9.57	14.64
CRO_T101007	138.28	126.98	122.93	248.58	173.61
CRO_T101008	28.4	20.11	18.03	22.96	22.26
CRO_T101009	21.99	22.97	11.89	19.91	16.23
CRO_T101010	22.77	12.72	10.86	10.02	11.32
CRO_T101011	32.27	31.19	23.11	36.07	36.2
CRO_T101013	11	8.56	7.91	15.52	11.58
CRO_T101014	34.25	33.67	22.11	61.35	38.58
CRO_T101015	0.15	0.14	0.27	0.06	0.16
CRO_T101016	0.09	0.07	0.36	0.08	0.45
CRO_T101017	0.21	0	0	0	0
CRO_T101019	10.99	17.66	5.67	16.33	7.82
CRO_T101020	3.58	13.15	11.72	5.07	6.06
CRO_T101021	27.39	116.39	119.99	143.85	80.86
CRO_T101022	17.65	49.41	62.42	18.99	30.84
CRO_T101023	30.79	53.38	28.39	155.02	84.01
CRO_T101024	33.3	18.4	15.94	36.54	30.71
CRO_T101025	0.34	0.15	0.17	0.28	0.35
CRO_T101026	1.73	0.27	1.02	0.58	3.53
CRO_T101028	6.89	4.49	3.4	4.61	8.83
CRO_T101029	48.35	6.32	11.8	14.42	18.54
CRO_T101030	38.32	53.32	40.66	59.42	52.54
CRO_T101031	0.77	10.88	4.21	2.12	4.97
CRO_T101032	0.98	0.84	0.68	8.61	7.87
CRO_T101033	0.37	0	0.49	0	0
CRO_T101034	0.07	0	0.29	0.3	0.34
CRO_T101036	35.89	22.66	19.07	20.21	29.53
CRO_T101037	11.74	8.29	4.38	4.62	5.32
CRO_T101038	50.43	44.4	25.65	46.63	29.44
CRO_T101040	0	0.28	0.11	0	0.4
CRO_T101041	0.53	0.22	0	0	0.14
CRO_T101042	0.18	0.09	0	0.05	0.15
CRO_T101043	19.47	16.08	20.28	29.32	12.85
CRO_T101044	1	9.22	2.36	3.5	4.98
CRO_T101045	0	0	0.36	0	0
CRO_T101047	1.2	0	1.18	0.69	1.69
CRO_T101048	76.61	36.28	22.03	22.91	21.63
CRO_T101050	0.1	0.1	0	0	0.27
CRO_T101051	3.08	4.92	2.91	3.29	3.36
CRO_T101055	0	0.58	0.47	0.12	0.1
CRO_T101057	0	0.31	0	0	0
CRO_T101058	16.63	9.64	12.98	11.86	13.26
CRO_T101059	15.82	2.79	5.26	4.62	8.56
CRO_T101061	4.79	5.43	4.85	3.79	3.22
CRO_T101062	0.5	0	0	0.2	0.22
CRO_T101063	50.72	40.53	45.36	42.23	45.62
CRO_T101064	0.91	0.83	1.29	0	0.26
CRO_T101065	0.11	0.07	0.04	0.08	0.18
CRO_T101066	0.09	0.4	0	0.11	0.19
CRO_T101067	0	0.09	0.11	0.1	0.42
CRO_T101068	53.63	38.33	27.38	125.45	64.43
CRO_T101069	29.48	12.88	15.96	0.2	4.1
CRO_T101070	40.31	28.42	24.74	0.9	7.17
CRO_T101071	7.52	6.81	8.33	8.32	7.53
CRO_T101072	2.57	4.9	3.17	4.05	3.45
CRO_T101073	0	0.04	0.1	0.2	0.56
CRO_T101074	1.56	0.99	0.76	0.95	0.86
CRO_T101075	9.45	6.32	2.38	7.68	3.94
CRO_T101077	2.08	1.46	1.47	41.77	9.07
CRO_T101078	0.52	0.61	0.84	0.57	0.59
CRO_T101079	61.79	117.54	84.38	2.87	69.88
CRO_T101080	0.12	0.37	0.34	0	0
CRO_T101081	0.86	0.94	0.33	1.79	0.47
CRO_T101082	12.98	3.45	4.61	9.48	3.36
CRO_T101084	0.24	0.23	0.25	0	0.24
CRO_T101086	0.08	0.08	0	0.09	0.16
CRO_T101087	1.02	0.26	0.26	18.12	2.03
CRO_T101088	1.12	0	0	0	1.05
CRO_T101089	0.17	0	0	0	0
CRO_T101090	0	0	0.4	0	0
CRO_T101092	0.76	0.24	1.36	0.6	1.68
CRO_T101093	31.51	33.95	12.47	7.86	11.46
CRO_T101094	0	0	1.06	0.5	0
CRO_T101095	0	0	0	0	0
CRO_T101096	0.75	0.4	0.43	0.44	1.95
CRO_T101097	25.32	58.08	37.18	53.76	42.23
CRO_T101098	173.32	15.68	16.13	30.04	40.46
CRO_T101099	94.1	1069.8	526.51	33.11	105.19
CRO_T101100	3.56	7.68	7.31	3.33	2.89
CRO_T101101	0.55	0.56	0.15	0.2	0.07
CRO_T101102	19.16	16.67	15.6	16.08	21.17
CRO_T101103	15.96	32.01	42.49	18.8	47.5
CRO_T101104	0	0	0	0	0.05
CRO_T101105	10.3	8.04	8.34	26.78	24.35
CRO_T101106	0.34	1.01	0.77	14.02	11.67
CRO_T101107	94.95	91.41	67.63	101.02	100.52
CRO_T101109	6.08	8.39	10.6	12.48	4.46
CRO_T101110	0.49	1.24	0	0.27	0.76
CRO_T101111	4.45	1.94	1.52	45.33	3.06
CRO_T101112	0	0	0	0	0
CRO_T101114	0.25	0	0	0	0
CRO_T101115	15.54	19.67	16.73	25.3	13.75
CRO_T101116	20.21	9.38	9.1	16.84	14.74
CRO_T101117	0.92	1.14	2.53	0.85	0.71
CRO_T101118	9.98	10.39	15.02	16.65	11.77
CRO_T101119	17.93	35.43	32.4	36.31	44.6
CRO_T101120	5.65	4.86	4.01	7.09	6.4
CRO_T101121	33.3	0.37	0.37	0.86	1.36
CRO_T101122	7.17	1.41	2.27	10.24	3.24
CRO_T101123	9.66	27.11	24.02	20.21	23.72
CRO_T101124	0.27	17.65	13.9	7.91	0.9
CRO_T101125	1.79	1.58	1.06	12.21	1.49
CRO_T101126	0.66	0.09	0.23	0	0
CRO_T101127	1.12	2.7	2.55	162.4	170.98
CRO_T101128	35.8	37.04	27.55	56.94	41.54
CRO_T101129	0.97	0.84	1.17	1.28	1.01
CRO_T101130	24.33	46.16	50.82	50.14	90.91
CRO_T101131	3.76	5.74	5.35	5.4	8.73
CRO_T101132	3.81	6.69	6.69	4.67	7.05
CRO_T101133	7.08	21.48	18.22	18.5	17.17
CRO_T101134	36.24	25.4	22.22	28.33	32.59
CRO_T101135	4.41	4.74	3.36	4.67	4.53
CRO_T101137	2.01	0.39	0.18	10.54	0.32
CRO_T101138	0.61	0.76	0.81	0.67	0.73
CRO_T101139	4.23	9.49	1.98	7.91	3.25
CRO_T101140	517.71	91.67	68.53	79.2	42.73
CRO_T101141	6.43	19.82	31.72	12.55	15.03
CRO_T101142	1.17	2.21	0.54	1.3	0.49
CRO_T101144	0.09	0	0.1	0	0
CRO_T101145	1.14	1.53	0.48	43.55	0.42
CRO_T101146	0.51	1.6	0.41	0	1.39
CRO_T101148	0.26	0.13	0	0.32	0
CRO_T101149	7.05	3.68	3.11	5.26	10.37
CRO_T101150	38.16	24.3	26.18	21.07	42.08
CRO_T101151	2.14	13.04	13.75	5.25	12.62
CRO_T101152	19.03	8.59	1.68	1.36	9.64
CRO_T101153	0.2	0	0	0.24	0.2
CRO_T101154	0.17	0	1.18	0.81	0
CRO_T101155	0.49	0.12	0.27	0.31	0.17
CRO_T101156	46.98	0.59	0.29	0.7	1.02
CRO_T101157	66.02	109.58	92.93	12.27	21.76
CRO_T101158	11.65	98.29	70.24	28.47	29.74
CRO_T101159	68.14	70.43	64.18	148.28	74.49
CRO_T101160	21.23	27.01	23.96	26.68	23.34
CRO_T101161	0.38	0.14	0.1	0.75	0.38
CRO_T101162	37.17	18.61	16.78	19.06	23.98
CRO_T101163	9.02	17.41	10.11	30.24	56.07
CRO_T101164	18.05	2.83	2.75	8.44	7.47
CRO_T101165	0	0.67	1.15	0.12	0.81
CRO_T101166	0.78	0.27	0.65	0.3	0.6
CRO_T101167	0.65	0	0	0	0
CRO_T101168	0.46	0.39	0.22	0.65	0.11
CRO_T101169	0.61	2.5	1.31	1.41	0.41
CRO_T101170	0.42	0.47	3.36	0	0
CRO_T101172	0.23	0.12	0	0	0
CRO_T101173	0.3	0	0	0.12	0
CRO_T101176	1.27	0.24	0.57	5.79	0.23
CRO_T101178	0.5	0.22	0.19	0.96	0.34
CRO_T101179	1.36	1.9	1.79	1.83	1.15
CRO_T101180	10.92	20.88	12.85	23.74	29.59
CRO_T101181	0	0	0	0	0
CRO_T101183	0.59	1.08	1.41	1.49	0.71
CRO_T101184	0	0.07	0.09	0.23	0.09
CRO_T101186	151.9	51.6	47.56	167.25	96.54
CRO_T101187	14.04	16.87	12.7	18.99	20.65
CRO_T101188	5.27	6.71	4.42	15.36	10.41
CRO_T101189	0.2	0.2	0.46	0	0
CRO_T101190	0	0	0	0.17	0.14
CRO_T101191	93.9	37.9	31.48	12.1	9.94
CRO_T101193	0	0	0	0	0
CRO_T101194	9.19	15.34	7.43	12.64	9.92
CRO_T101195	246.53	134.97	159.62	185.25	236.33
CRO_T101197	11.27	16.3	13.49	4.39	9.39
CRO_T101198	87.98	31.74	39.02	98.97	79.47
CRO_T101199	41.4	6.61	5.29	28	14.91
CRO_T101200	34.2	52.52	30.86	55.49	42.22
CRO_T101201	70.13	42.36	49.07	66.74	64.05
CRO_T101203	441.39	258.54	168	274.59	250.88
CRO_T101204	56.54	27.95	24.03	54.58	47.91
CRO_T101205	30.35	12.47	5.4	12.22	14.21
CRO_T101206	0	0	0	0.21	0.44
CRO_T101207	50.87	38.54	28.57	54.44	60.36
CRO_T101208	117.45	68	63.96	123.21	106.26
CRO_T101209	31.67	43.84	56.23	12.48	23.58
CRO_T101210	1.79	4.2	2.98	2.39	1.86
CRO_T101213	69.21	93.11	52.22	68.22	90.62
CRO_T101215	6.81	7.57	3.16	3.55	6.02
CRO_T101216	5.09	7.67	2.73	2.69	5.59
CRO_T101217	47.23	10.57	11.59	16.55	16.97
CRO_T101218	0.55	0.41	0	0	0.57
CRO_T101219	0	0	0	0.4	0
CRO_T101220	0.39	1.22	0.83	0.3	1.27
CRO_T101221	47.24	33.23	41.8	48.03	43.17
CRO_T101222	10.47	11.49	2.44	3.63	18.64
CRO_T101223	108.35	108.43	59.95	161.4	102.24
CRO_T101224	25.1	121.11	119.23	3.23	16.41
CRO_T101225	0.2	0	0.32	0	0
CRO_T101227	0	0	0	0	0
CRO_T101229	0	0	0	0	0
CRO_T101230	208.26	77.97	99.92	529.27	408.82
CRO_T101231	27.78	47.38	43.37	11.29	13.56
CRO_T101232	337.67	368.03	282.49	318.82	426.03
CRO_T101233	24.4	26.1	22.74	20.01	25.17
CRO_T101234	26.93	74.28	50.35	24.76	38.6
CRO_T101237	35.26	52.58	64.56	28.74	30.53
CRO_T101238	2.4	2.68	1.06	0.6	0.91
CRO_T101239	0.89	0.38	0.6	0.47	0.31
CRO_T101240	0.32	0.08	0	0.09	0.09
CRO_T101241	1.72	3.82	2.61	2.39	1.12
CRO_T101242	0.19	0.21	0.24	0.87	0.22
CRO_T101243	0	0	0	0	0
CRO_T101244	13.75	29.01	11.96	12.34	19.12
CRO_T101245	0.13	0.35	0.36	0.22	0.18
CRO_T101246	0	1.18	0.69	0	0.56
CRO_T101247	0.7	0.16	0.17	0.09	0
CRO_T101248	0	0	0	0.16	0
CRO_T101249	0.1	0	0	0	0.19
CRO_T101250	78.93	72.83	53.49	118.72	83.91
CRO_T101251	18.76	56.65	47.24	18.45	37.31
CRO_T101252	2.26	3.07	2.27	0.91	0.8
CRO_T101253	11.39	3.75	4.01	5.6	8.06
CRO_T101254	12.23	12.44	10.04	22.54	15.61
CRO_T101256	0.87	0.47	0.36	0.08	0.22
CRO_T101258	0	0.14	0.08	0	0.09
CRO_T101259	15.03	9.51	9.34	16.61	16.22
CRO_T101261	0.33	0	0	0	0.65
CRO_T101262	0.08	0.16	0.09	0.09	0
CRO_T101263	0.2	0.14	0.16	0.41	0.08
CRO_T101267	0.57	0.58	0.98	0.72	1.08
CRO_T101269	0.08	0.12	0.14	0.23	0.22
CRO_T101270	0.21	0.14	0.08	0.08	0
CRO_T101271	0.42	0.23	0.48	0	0.22
CRO_T101272	166.44	244.27	103.49	253.51	75.31
CRO_T101273	3.36	0.78	0.38	1.06	1.73
CRO_T101274	0	0	0.17	0	0.08
CRO_T101275	0.27	0.46	0.91	0.41	0.13
CRO_T101276	0.84	0.43	0.46	0.49	0.99
CRO_T101277	0.42	0.43	0.54	0.84	0.19
CRO_T101278	0.12	0.07	0.16	0	0
CRO_T101279	1.06	2.54	0.35	1.65	0.88
CRO_T101280	56.28	68.79	76	72.58	82.56
CRO_T101281	1.18	4.09	1.97	6.34	6.8
CRO_T101282	183.97	227.52	122.88	307.19	151.61
CRO_T101283	16.96	21.76	15.28	31.2	29.81
CRO_T101284	9.49	4.15	3.7	2.03	4.22
CRO_T101285	12.59	13.2	14.6	7.9	10.37
CRO_T101286	0.22	0.22	0.18	0.24	0.26
CRO_T101288	86.85	25.58	28.75	28.83	19.42
CRO_T101289	66.22	5.26	3.5	1.83	2.12
CRO_T101290	72.33	76.12	53.42	95.86	83.79
CRO_T101291	0.17	0.17	0.09	0.53	0.26
CRO_T101292	14.83	20.3	12.91	16.89	18.24
CRO_T101293	51.3	34.37	36.05	21.85	23.93
CRO_T101294	230.5	464.11	239.14	278.44	314.36
CRO_T101295	0.24	0.23	0.14	0.26	0.67
CRO_T101296	0	0	0	0	0
CRO_T101297	5.63	4.55	7.63	0.41	3.97
CRO_T101299	0.35	0	0	0	0
CRO_T101300	25.73	28.19	33.81	57.51	53.35
CRO_T101301	1.16	0.78	0.35	1.38	0.13
CRO_T101302	90.68	59.97	53.97	106.1	85.05
CRO_T101303	569.69	67.79	45.78	73.94	232.35
